id,local_time,timestamp_utc,text,url,quoted_id,quoted_user,quoted_user_id,quoted_timestamp_utc,retweeted_id,retweeted_user,retweeted_user_id,retweeted_timestamp_utc,media_files,media_types,media_urls,media_alt_texts,links,links_to_resolve,domains,hashtags,mentioned_ids,mentioned_names,collection_time,match_query,collected_via,coordinates,to_tweetid,to_username,to_userid,lang,possibly_sensitive,retweet_count,like_count,reply_count,user_screen_name,user_name,user_friends,user_followers,user_location,user_verified,user_description,user_created_at,user_id,user_tweets,user_likes,user_lists,user_image,user_url,user_timestamp_utc,source_url,source_name
1581208255589539841,2022-10-15T09:00:00,1665824400,"En raison d'une grave pénurie d'humour de droite, notre dessinateur @loicsecheresse a été réquisitionné par la police. Il nous raconte tout de cette sombre affaire dans le nouvel épisode d’«Alerte Sécheresse».
https://lesjours.fr/obsessions/alerte-secheresse-saison-3/ep3-requisitions-secheresse/ https://twitter.com/Lesjoursfr/status/1581208255589539841/photo/1",https://twitter.com/Lesjoursfr/status/1581208255589539841,,,,,,,,,"['1581208255589539841_FfCjkNDWYAApGuH.jpg', '1581208255589539841_FfCjkNFXgAMarVP.jpg', '1581208255589539841_FfCjkNFWAAAP2DQ.jpg', '1581208255589539841_FfCjkNEXkAMohBM.jpg']","['photo', 'photo', 'photo', 'photo']","['https://pbs.twimg.com/media/FfCjkNDWYAApGuH.jpg', 'https://pbs.twimg.com/media/FfCjkNFXgAMarVP.jpg', 'https://pbs.twimg.com/media/FfCjkNFWAAAP2DQ.jpg', 'https://pbs.twimg.com/media/FfCjkNEXkAMohBM.jpg']","['', '', '', '']",['https://lesjours.fr/obsessions/alerte-secheresse-saison-3/ep3-requisitions-secheresse/'],True,['lesjours.fr'],[],['209482312'],['loicsecheresse'],2022-10-15T11:28:47.748159,True,['scraping'],,,,,fr,False,0,2,0,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://about.twitter.com/products/tweetdeck,TweetDeck
1581193165184245760,2022-10-15T08:00:02,1665820802,"«Capitole : Donald Trump rattrapé par l’assaut»
La commission d’enquête sur le 6 janvier 2021 a osé : l’ancien Président des États-Unis est convoqué pour s’expliquer sur son rôle dans l’insurrection.
L'analyse de @CorentinSellin
Photo: @corumphoto
https://lesjours.fr/obsessions/this-is-america-3/ep3-trump-citation/ https://twitter.com/Lesjoursfr/status/1581193165184245760/photo/1",https://twitter.com/Lesjoursfr/status/1581193165184245760,,,,,,,,,['1581193165184245760_FfCfBKbWAAE8VxR.jpg'],['photo'],['https://pbs.twimg.com/media/FfCfBKbWAAE8VxR.jpg'],[''],['https://lesjours.fr/obsessions/this-is-america-3/ep3-trump-citation/'],True,['lesjours.fr'],[],"['1611074784', '407964039']","['corentinsellin', 'corumphoto']",2022-10-15T11:28:47.749081,True,['scraping'],,,,,fr,False,0,10,0,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://about.twitter.com/products/tweetdeck,TweetDeck
1581185607161741313,2022-10-15T07:30:00,1665819000,"On ne va pas vous promettre que votre vie serait plus belle avec Les Jours. Mais au moins vous seriez mieux informé sur la crise multiple qui nous secoue tous.

https://lesjours.fr/abonnement/jouriste https://twitter.com/Lesjoursfr/status/1581185607161741313/photo/1",https://twitter.com/Lesjoursfr/status/1581185607161741313,,,,,,,,,['1581185607161741313_FfCsw2FWYAAAVbV.jpg'],['photo'],['https://pbs.twimg.com/media/FfCsw2FWYAAAVbV.jpg'],[''],['https://lesjours.fr/abonnement/jouriste'],True,['lesjours.fr'],[],[],[],2022-10-15T11:28:47.749974,True,['scraping'],,,,,fr,False,0,2,0,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://about.twitter.com/products/tweetdeck,TweetDeck
1581178058681118720,2022-10-15T07:00:00,1665817200,"C'est un scandale: notre dessinateur @loicsecheresse a été réquisitionné par la police du fait d'une grave pénurie d'humour touchant tout le pays. À lire dans le nouvel épisode d'«Alerte Sécheresse».
https://lesjours.fr/obsessions/alerte-secheresse-saison-3/ep3-requisitions-secheresse/",https://twitter.com/Lesjoursfr/status/1581178058681118720,,,,,,,,,[],[],[],[],['https://lesjours.fr/obsessions/alerte-secheresse-saison-3/ep3-requisitions-secheresse/'],True,['lesjours.fr'],[],['209482312'],['loicsecheresse'],2022-10-15T11:28:47.751170,True,['scraping'],,,,,fr,False,5,9,0,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://about.twitter.com/products/tweetdeck,TweetDeck
1581017655250538496,2022-10-14T20:22:37,1665778957,"Et pour aller plus loin, en plus du dernier épisode de @CorentinSellin paru ce soir , de saines lectures: « Lesjoursfr: Trump convoqué par la commission sur l'assaut du Capitole! En attendant l'analyse de @CorentinSellin dès ce soir, voici ses épisodes précédents sur cet événement hors-norme… 🧵
https://lesjours.fr/obsessions/this-is-america-2/ep24-auditions-capitole/ — https://twitter.com/lesjoursfr/status/1580841828198141952 »",https://twitter.com/Lesjoursfr/status/1581017655250538496,1580841828198141952,Lesjoursfr,2837226736,1665737037.0,,,,,[],[],[],[],['https://lesjours.fr/obsessions/this-is-america-2/ep24-auditions-capitole/'],True,['lesjours.fr'],[],['1611074784'],['corentinsellin'],2022-10-15T11:28:47.752895,True,['scraping'],,,,,fr,False,2,4,0,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://about.twitter.com/products/tweetdeck,TweetDeck
1581004412805332992,2022-10-14T19:30:00,1665775800,"C'est historique, Trump est convoqué par la commission sur l'assaut du Capitole! Pour tout comprendre le meilleur spécialiste des États-Unis est chez @Lesjoursfr et nulle part ailleurs: @CorentinSellin signe «This is America». Rejoignez-le, rejoignez-nous.
https://lesjours.fr/abonnement/jouriste https://twitter.com/Lesjoursfr/status/1581004412805332992/photo/1",https://twitter.com/Lesjoursfr/status/1581004412805332992,,,,,,,,,['1581004412805332992_FfDKnaVWAAQgjt7.jpg'],['photo'],['https://pbs.twimg.com/media/FfDKnaVWAAQgjt7.jpg'],[''],['https://lesjours.fr/abonnement/jouriste'],True,['lesjours.fr'],[],"['1611074784', '2837226736']","['corentinsellin', 'lesjoursfr']",2022-10-15T11:28:47.753785,True,['scraping'],,,,,fr,False,13,30,2,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://about.twitter.com/products/tweetdeck,TweetDeck
1580996870167400448,2022-10-14T19:00:02,1665774002,"Seuls deux Présidents des États-Unis ont accepté de comparaître devant une commission d'enquête et ça remonte à… 1846! Que fera Donald Trump soupçonné d'avoir fomenté un coup d'État? Réponses et analyse d'une décision historique signées @CorentinSellin 
https://lesjours.fr/obsessions/this-is-america-3/ep3-trump-citation/",https://twitter.com/Lesjoursfr/status/1580996870167400448,,,,,,,,,[],[],[],[],['https://lesjours.fr/obsessions/this-is-america-3/ep3-trump-citation/'],True,['lesjours.fr'],[],['1611074784'],['corentinsellin'],2022-10-15T11:28:47.755016,True,['scraping'],,,,,fr,False,1,2,0,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://about.twitter.com/products/tweetdeck,TweetDeck
1580966669828202496,2022-10-14T17:00:01,1665766801,"Donald Trump viendra-t-il témoigner de son rôle central dans l'insurrection du 6 janvier 2021 qui ressemblait fort à un coup d'État? C'est à lire dans le nouvel épisode de la chronique de @CorentinSellin «This is America».
Photo: @corumphoto
https://lesjours.fr/obsessions/this-is-america-3/ep3-trump-citation/",https://twitter.com/Lesjoursfr/status/1580966669828202496,,,,,,,,,[],[],[],[],['https://lesjours.fr/obsessions/this-is-america-3/ep3-trump-citation/'],True,['lesjours.fr'],[],"['1611074784', '407964039']","['corentinsellin', 'corumphoto']",2022-10-15T11:28:47.756256,True,['scraping'],,,,,fr,False,4,8,0,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://about.twitter.com/products/tweetdeck,TweetDeck
1580936803573727235,2022-10-14T15:01:21,1665759681,"Donald Trump cité à comparaître par la commission d'enquête sur l'insurrection du 6 janvier 2021: voici l'indispensable analyse de @CorentinSellin sur un événement rarissime dans l'histoire des États-Unis. #MustRead
https://lesjours.fr/obsessions/this-is-america-3/ep3-trump-citation/",https://twitter.com/Lesjoursfr/status/1580936803573727235,,,,,,,,,[],[],[],[],['https://lesjours.fr/obsessions/this-is-america-3/ep3-trump-citation/'],True,['lesjours.fr'],['mustread'],['1611074784'],['corentinsellin'],2022-10-15T11:28:47.757441,True,['scraping'],,,,,fr,False,7,14,0,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://about.twitter.com/products/tweetdeck,TweetDeck
1580876880219033601,2022-10-14T11:03:14,1665745394,"Couvre-feu: dormez, je le veux! (9/9)
https://lesjours.fr/obsessions/covid-deuxieme-vague/ep1-erreurs-gestion-covid/",https://twitter.com/Lesjoursfr/status/1580876880219033601,,,,,,,,,[],[],[],[],['https://lesjours.fr/obsessions/covid-deuxieme-vague/ep1-erreurs-gestion-covid/'],True,['lesjours.fr'],[],[],[],2022-10-15T11:28:47.758322,True,['scraping'],,1580876877002342402,Lesjoursfr,2837226736,fr,False,0,1,0,Lesjoursfr,Les Jours,205,63232,Partout,True,"Média en ligne pratiquant le journalisme en séries. Soutenez un journalisme tenace, indépendant et sans publicité à partir de 1€ le 1er mois sans engagement.",2014-10-19T13:49:48,2837226736,39592,12116,985,https://pbs.twimg.com/profile_images/573797017773678592/PzCTwxZR_normal.png,https://lesjours.fr/abonnement/jouriste,1413726588,https://mobile.twitter.com,Twitter Web App
