id,local_time,timestamp_utc,text,url,quoted_id,quoted_user,quoted_user_id,quoted_timestamp_utc,retweeted_id,retweeted_user,retweeted_user_id,retweeted_timestamp_utc,media_files,media_types,media_urls,media_alt_texts,links,links_to_resolve,domains,hashtags,mentioned_ids,mentioned_names,collection_time,match_query,collected_via,coordinates,to_tweetid,to_username,to_userid,lang,possibly_sensitive,retweet_count,like_count,reply_count,user_screen_name,user_name,user_friends,user_followers,user_location,user_verified,user_description,user_created_at,user_id,user_tweets,user_likes,user_lists,user_image,user_url,user_timestamp_utc,source_url,source_name,place_country_code,place_name,place_type,place_coordinates
1581021707384414208,2022-10-14T20:38:43,1665779923,"@Eddy2Nantes @vivelefeu le 13e, nous avons sorti une chronique à ce propos aujourd'hui... https://www.youtube.com/watch?v=X5fV0OL57Ls&t=21s&ab_channel=BLAST%2CLesouffledel%27info @v_brengarth",https://twitter.com/blast_france/status/1581021707384414208,,,,,,,,,[],[],[],[],"['https://www.youtube.com/watch?ab_channel=BLAST,Lesouffledel%27info&t=21s&v=X5fV0OL57Ls']",True,['youtube.com'],[],"['2582684124', '911267750219272192', '1577969400']","['eddy2nantes', 'v_brengarth', 'vivelefeu']",2022-10-15T11:30:51.599116,True,['scraping'],,1581019577239994368,Eddy2Nantes,2582684124,fr,False,1,3,1,blast_france,"BLAST, Le souffle de l'info",95,95244,France,False,"Blast, nouvelle Web TV indépendante, nouveau site d’info. Éditos, enquêtes, culture, tribunes et reportages. Lancé par Denis Robert.",2020-11-27T12:09:07,1332295126174068736,4090,8188,503,https://pbs.twimg.com/profile_images/1441069207593095175/Yzn8Q2Sn_normal.jpg,https://www.blast-info.fr/,1606478947,https://mobile.twitter.com,Twitter Web App,,,,
1580951573206900736,2022-10-14T16:00:02,1665763202,"Refus d’obtempérer : un permis de tuer pour les policiers ?

➡ https://youtu.be/X5fV0OL57Ls

Qu’est-ce qu’un refus d’obtempérer ? Comment expliquer cette recrudescence de morts ? Explications et décryptage avec l'avocat @v_brengarth. #Police #Justice #Droit https://twitter.com/blast_france/status/1580951573206900736/video/1",https://twitter.com/blast_france/status/1580951573206900736,,,,,,,,,['1580951573206900736_8fGYrCzkNXpMsmh1.mp4'],['video'],['https://video.twimg.com/amplify_video/1580949751670923264/vid/1280x720/8fGYrCzkNXpMsmh1.mp4'],[''],['https://youtu.be/X5fV0OL57Ls'],True,['youtu.be'],"['droit', 'justice', 'police']",['911267750219272192'],['v_brengarth'],2022-10-15T11:30:51.600737,True,['scraping'],,,,,fr,False,48,64,5,blast_france,"BLAST, Le souffle de l'info",95,95244,France,False,"Blast, nouvelle Web TV indépendante, nouveau site d’info. Éditos, enquêtes, culture, tribunes et reportages. Lancé par Denis Robert.",2020-11-27T12:09:07,1332295126174068736,4090,8188,503,https://pbs.twimg.com/profile_images/1441069207593095175/Yzn8Q2Sn_normal.jpg,https://www.blast-info.fr/,1606478947,https://studio.twitter.com,Twitter Media Studio,,,,
1580946191239458816,2022-10-14T15:38:39,1665761919,"100K vues pour la première exégèse de film de Pacôme Thiellement ! Magnifique ! Un grand 🙏

Cela nous permet d'annoncer un prochain épisode d’Infernet qui arrive bientôt. On va partir chasser la cigale. #Cicada3301

https://www.youtube.com/watch?v=owAcAsE757c",https://twitter.com/blast_france/status/1580946191239458816,,,,,,,,,[],[],[],[],['https://www.youtube.com/watch?v=owAcAsE757c'],True,['youtube.com'],['cicada3301'],[],[],2022-10-15T11:30:51.602046,True,['scraping'],,,,,fr,False,7,36,1,blast_france,"BLAST, Le souffle de l'info",95,95244,France,False,"Blast, nouvelle Web TV indépendante, nouveau site d’info. Éditos, enquêtes, culture, tribunes et reportages. Lancé par Denis Robert.",2020-11-27T12:09:07,1332295126174068736,4090,8188,503,https://pbs.twimg.com/profile_images/1441069207593095175/Yzn8Q2Sn_normal.jpg,https://www.blast-info.fr/,1606478947,https://mobile.twitter.com,Twitter Web App,,,,
1580873546699792385,2022-10-14T10:49:59,1665744599,@Loutxch 🙏,https://twitter.com/blast_france/status/1580873546699792385,,,,,,,,,[],[],[],[],[],False,[],[],['702854968'],['loutxch'],2022-10-15T11:30:51.602397,True,['scraping'],,1580873378029674496,blast_france,1332295126174068736,und,,1,5,1,blast_france,"BLAST, Le souffle de l'info",95,95244,France,False,"Blast, nouvelle Web TV indépendante, nouveau site d’info. Éditos, enquêtes, culture, tribunes et reportages. Lancé par Denis Robert.",2020-11-27T12:09:07,1332295126174068736,4090,8188,503,https://pbs.twimg.com/profile_images/1441069207593095175/Yzn8Q2Sn_normal.jpg,https://www.blast-info.fr/,1606478947,https://mobile.twitter.com,Twitter Web App,,,,
1580873378029674496,2022-10-14T10:49:19,1665744559,"René Crevel, conjuguer l’impossible

« Le plus Grand sera celui qui aura gardé la force d’être candide. » 

Chronique de 
@Loutxch #VendrediLecture 
https://www.blast-info.fr/articles/2022/rene-crevel-conjuguer-limpossible-9d7OS6X9TZOI-4b8QdLI4Q",https://twitter.com/blast_france/status/1580873378029674496,,,,,,,,,[],[],[],[],['https://www.blast-info.fr/articles/2022/rene-crevel-conjuguer-limpossible-9d7OS6X9TZOI-4b8QdLI4Q'],True,['blast-info.fr'],['vendredilecture'],['702854968'],['loutxch'],2022-10-15T11:30:51.603177,True,['scraping'],,,,,fr,False,14,29,2,blast_france,"BLAST, Le souffle de l'info",95,95244,France,False,"Blast, nouvelle Web TV indépendante, nouveau site d’info. Éditos, enquêtes, culture, tribunes et reportages. Lancé par Denis Robert.",2020-11-27T12:09:07,1332295126174068736,4090,8188,503,https://pbs.twimg.com/profile_images/1441069207593095175/Yzn8Q2Sn_normal.jpg,https://www.blast-info.fr/,1606478947,https://mobile.twitter.com,Twitter Web App,,,,
1580619387823742977,2022-10-13T18:00:03,1665684003,"E. Macron : la violence sociale permanente

➡ https://youtu.be/XCSWdR1mFqs

""Cela impose l’idée que dans la France de #Macron, la violence serait du côté de la #gauche. C’est bien sûr complètement faux. Dans la France d’aujourd’hui, la violence est du côté de la #droite."" @vivelefeu https://twitter.com/blast_france/status/1580619387823742977/video/1",https://twitter.com/blast_france/status/1580619387823742977,,,,,,,,,['1580619387823742977_p6R1N3l-EiHWVJ9z.mp4'],['video'],['https://video.twimg.com/amplify_video/1580607435169042432/vid/1280x720/p6R1N3l-EiHWVJ9z.mp4'],[''],['https://youtu.be/XCSWdR1mFqs'],True,['youtu.be'],"['droite', 'gauche', 'macron']",['1577969400'],['vivelefeu'],2022-10-15T11:30:51.603630,True,['scraping'],,,,,fr,False,69,99,1,blast_france,"BLAST, Le souffle de l'info",95,95244,France,False,"Blast, nouvelle Web TV indépendante, nouveau site d’info. Éditos, enquêtes, culture, tribunes et reportages. Lancé par Denis Robert.",2020-11-27T12:09:07,1332295126174068736,4090,8188,503,https://pbs.twimg.com/profile_images/1441069207593095175/Yzn8Q2Sn_normal.jpg,https://www.blast-info.fr/,1606478947,https://studio.twitter.com,Twitter Media Studio,,,,
1580589185341300736,2022-10-13T16:00:02,1665676802,"Les services anti-terroristes mobilisés pour mater les grévistes

➡ https://youtu.be/MW0gI0IAywE

""L’appareil répressif de l’État est mis à disposition de l'employeur pour faire taire la contestation sociale. Le gouvernement assume totalement."" #Grève #RTE #DGSI https://twitter.com/blast_france/status/1580589185341300736/video/1",https://twitter.com/blast_france/status/1580589185341300736,,,,,,,,,['1580589185341300736_8Bm-rS7Pq442ZGfk.mp4'],['video'],['https://video.twimg.com/amplify_video/1580573425780809728/vid/1280x720/8Bm-rS7Pq442ZGfk.mp4'],[''],['https://youtu.be/MW0gI0IAywE'],True,['youtu.be'],"['dgsi', 'grève', 'rte']",[],[],2022-10-15T11:30:51.604130,True,['scraping'],,,,,fr,False,1143,1297,56,blast_france,"BLAST, Le souffle de l'info",95,95244,France,False,"Blast, nouvelle Web TV indépendante, nouveau site d’info. Éditos, enquêtes, culture, tribunes et reportages. Lancé par Denis Robert.",2020-11-27T12:09:07,1332295126174068736,4090,8188,503,https://pbs.twimg.com/profile_images/1441069207593095175/Yzn8Q2Sn_normal.jpg,https://www.blast-info.fr/,1606478947,https://studio.twitter.com,Twitter Media Studio,,,,
1580548720831041536,2022-10-13T13:19:14,1665667154,"Guadeloupe : Le syndicat de l’eau placé sous tutelle

La tempête Fiona, qui a frappé dans la nuit du 16 au 17 septembre dernier, a aggravé la crise de l’eau. Le ministre de l’Outre-Mer annonce un double audit.
Par @GADAULT 
 https://www.blast-info.fr/articles/2022/guadeloupe-le-syndicat-de-leau-place-sous-tutelle-8PQ1iwV-R0-co8LI6hjnug",https://twitter.com/blast_france/status/1580548720831041536,,,,,,,,,[],[],[],[],['https://www.blast-info.fr/articles/2022/guadeloupe-le-syndicat-de-leau-place-sous-tutelle-8PQ1iwV-R0-co8LI6hjnug'],True,['blast-info.fr'],[],['1479060475'],['gadault'],2022-10-15T11:30:51.604814,True,['scraping'],,,,,fr,False,5,9,0,blast_france,"BLAST, Le souffle de l'info",95,95244,France,False,"Blast, nouvelle Web TV indépendante, nouveau site d’info. Éditos, enquêtes, culture, tribunes et reportages. Lancé par Denis Robert.",2020-11-27T12:09:07,1332295126174068736,4090,8188,503,https://pbs.twimg.com/profile_images/1441069207593095175/Yzn8Q2Sn_normal.jpg,https://www.blast-info.fr/,1606478947,https://mobile.twitter.com,Twitter Web App,,,,
1580534050518769665,2022-10-13T12:20:57,1665663657,@benjbarthe @PalomaMoritz @GMeurice 24 novembre pour la première !,https://twitter.com/blast_france/status/1580534050518769665,,,,,,,,,[],[],[],[],[],False,[],[],"['267114324', '1107456895', '813039421']","['benjbarthe', 'gmeurice', 'palomamoritz']",2022-10-15T11:30:51.605103,True,['scraping'],,1580533315161194496,benjbarthe,267114324,fr,,0,1,1,blast_france,"BLAST, Le souffle de l'info",95,95244,France,False,"Blast, nouvelle Web TV indépendante, nouveau site d’info. Éditos, enquêtes, culture, tribunes et reportages. Lancé par Denis Robert.",2020-11-27T12:09:07,1332295126174068736,4090,8188,503,https://pbs.twimg.com/profile_images/1441069207593095175/Yzn8Q2Sn_normal.jpg,https://www.blast-info.fr/,1606478947,http://twitter.com/download/iphone,Twitter for iPhone,,,,
1580435165813559297,2022-10-13T05:48:01,1665640081,"Pourquoi l'idée que les grévistes seraient des nantis revient-elle lors d’un conflit social ?

@AntoineEtcheto décrypte ce tropisme et interroge les grévistes des raffineries de #TotalEnergies et #ExxonMobil  dont la réalité est tout autre ⬇️
https://www.youtube.com/watch?v=KTIaUnDKIs8",https://twitter.com/blast_france/status/1580435165813559297,,,,,,,,,[],[],[],[],['https://www.youtube.com/watch?v=KTIaUnDKIs8'],True,['youtube.com'],"['exxonmobil', 'totalenergies']",['2830586725'],['antoineetcheto'],2022-10-15T11:30:51.605711,True,['scraping'],,,,,fr,False,37,51,1,blast_france,"BLAST, Le souffle de l'info",95,95244,France,False,"Blast, nouvelle Web TV indépendante, nouveau site d’info. Éditos, enquêtes, culture, tribunes et reportages. Lancé par Denis Robert.",2020-11-27T12:09:07,1332295126174068736,4090,8188,503,https://pbs.twimg.com/profile_images/1441069207593095175/Yzn8Q2Sn_normal.jpg,https://www.blast-info.fr/,1606478947,https://mobile.twitter.com,Twitter Web App,,,,
